folder,mat_file,tdms_file,log_no,n_peaks,n_intervals,freq_mean_Hz,freq_std_Hz,freq_median_Hz,freq_MAD_Hz,fft_f0_Hz,fft_a0_amp,freq_resolution,ER_blow_off,U_blow_off_m_per_s,blowoff_dt_s
03_09_D_88mm_350mm,LBO_Sweep_1_8_39_29.mat,"ER1_0,65_Log1_03.09.2025_08.39.27.tdms",1,7,6,1.4016258392526717,0.9260553957253244,1.8846445475807032,1.12273280437478,0.1234729483117543,0.1733020692971232,0.1234729483117543,0.5619718309859156,9.130242825607063,0.008785
03_09_D_88mm_350mm,LBO_Sweep_2_8_46_19.mat,"ER1_0,65_Log2_03.09.2025_08.46.16.tdms",2,8,7,1.2878468286495877,0.7700902378192189,1.484315975247547,0.8080490679229717,0.1090103603446471,0.1540195727362822,0.1090103603446471,0.5537688442211055,9.298013245033111,0.160992
03_09_D_88mm_350mm,LBO_Sweep_1_8_47_59.mat,"ER1_0,71_Log1_04.09.2025_08.47.54.tdms",1,19,18,1.6941737740393843,0.5318250680782862,1.8979131906576356,0.3531338616068052,1.871167448101834,0.0856486863059908,0.089103211814373,0.6457111834961998,21.713024282560703,0.132272
03_09_D_88mm_350mm,LBO_Sweep_3_8_52_36.mat,"ER1_0,65_Log3_03.09.2025_08.52.34.tdms",3,4,3,0.7343518793900472,0.2687409660581726,0.8485535556091086,0.2903725353444849,0.1792789401029061,0.1966947860369026,0.1792789401029061,0.5675483870967742,9.065121412803531,0.23484
03_09_D_88mm_350mm,LBO_Sweep_2_8_54_8.mat,"ER1_0,71_Log2_04.09.2025_08.54.05.tdms",2,22,21,1.7680022408165548,0.6345421957715773,2.086898451521349,0.4399105957424126,1.3841618054391407,0.0671254161054502,0.0768978780799522,0.6421816227834498,21.929359823399558,0.082704
03_09_D_88mm_350mm,LBO_Sweep_3_9_0_6.mat,"ER1_0,71_Log3_04.09.2025_09.00.03.tdms",3,21,20,1.7165712553448664,0.5524665245532655,1.880679888377668,0.5237901658833709,2.143976775173066,0.0700604432307307,0.079406547228632,0.6418367346938775,21.940397350993376,0.224015
03_09_D_88mm_350mm,LBO_Sweep_1_9_18_52.mat,"ER1_0,7_Log1_03.09.2025_09.18.49.tdms",1,16,15,1.2740988362636048,0.7338378687978221,1.4588977443981974,0.4834813405068721,0.072644853838554,0.2702586923102958,0.072644853838554,0.605685986793837,16.003311258278146,0.222862
03_09_D_88mm_350mm,LBO_Sweep_2_9_25_18.mat,"ER1_0,7_Log2_03.09.2025_09.25.15.tdms",2,17,16,1.0753351584459312,0.4929487908738613,1.4324527681791093,0.3948109173873218,0.0601550074231279,0.0842325996857992,0.0601550074231279,0.604102564102564,16.0242825607064,0.099901
03_09_D_88mm_350mm,LBO_Sweep_3_9_30_56.mat,"ER1_0,7_Log3_03.09.2025_09.30.53.tdms",3,16,15,1.09807942979517,0.5052434003867755,1.505838134447252,0.4378574799691715,0.0612202668468991,0.0900643532244905,0.0612202668468991,0.6112676056338027,15.847682119205299,0.077979
03_09_D_88mm_350mm,LBO_Sweep_1_9_48_47.mat,"ER1_0,72_Log1_03.09.2025_09.48.44.tdms",1,20,19,2.075713960935281,0.42469789962673,2.152166801535786,0.5358962070349397,1.7385790695533896,0.1158366946480488,0.1022693570325523,0.674324903557651,27.578366445916114,0.079348
03_09_D_88mm_350mm,LBO_Sweep_2_9_53_29.mat,"ER1_0,72_Log2_03.09.2025_09.53.27.tdms",2,20,19,2.229832340079945,0.4348555904555283,2.3424963984117877,0.4990715935347367,2.4800250159045083,0.1407244477269244,0.1078271746045438,0.6766451612903225,27.49006622516556,0.077787
03_09_D_88mm_350mm,LBO_Sweep_3_9_58_33.mat,"ER1_0,72_Log3_03.09.2025_09.58.30.tdms",3,26,25,2.2743668844903646,0.5625977673531268,2.362496781098136,0.6150390544011496,2.185535119868195,0.1166776253459364,0.0840590430718536,0.670755119453925,27.69867549668874,0.210632
03_09_D_88mm_350mm,LBO_Sweep_1_10_35_46.mat,"ER1_0,75_Log1_03.09.2025_10.35.44.tdms",1,7,6,0.6838991782153491,0.4453087371717093,0.8074677133534405,0.4808773463219817,0.0636106418059315,0.0582138528845353,0.0636106418059315,0.7157690005984441,39.666666666666664,0.221809
03_09_D_88mm_350mm,LBO_Sweep_1_11_1_15.mat,"ER1_0,6_Log1_03.09.2025_11.01.13.tdms",1,2,1,2.026436895741848,0.0,2.026436895741848,0.0,0.3051701934168686,0.019618198110633,0.3051701934168685,0.5347305389221557,7.788079470198675,0.005457
03_09_D_88mm_350mm,LBO_Sweep_2_11_7_56.mat,"ER1_0,6_Log2_03.09.2025_11.07.53.tdms",2,2,1,0.64314347952199,0.0,0.64314347952199,0.0,0.58404733119572,0.0787136824997124,0.29202366559786,0.5484686064318529,7.623620309050771,0.167418
29_08_D_88mm_260mm,LBO_Sweep_1_12_34_38.mat,"ER1_0,7_log1_29.08.2025_12.34.34.tdms",1,14,13,1.185155687976951,0.482051387165659,1.1959819789435413,0.2087451556673397,0.0697851315798655,0.5891896152166994,0.0697851315798655,0.6128804751299184,15.826710816777041,0.237225
