folder,mat_file,tdms_file,log_no,n_peaks,n_intervals,freq_mean_Hz,freq_std_Hz,freq_median_Hz,freq_MAD_Hz,fft_f0_Hz,fft_a0_amp,freq_resolution
03_09_D_88mm_350mm,LBO_Sweep_1_8_39_29.mat,"ER1_0,65_Log1_03.09.2025_08.39.27.tdms",1,4,3,1.044834183073756,1.1527598887629011,1.220470711143874,0.9362884888987341,0.6000000000000001,0.11153675983512051,0.19999999999999998
03_09_D_88mm_350mm,LBO_Sweep_2_8_46_19.mat,"ER1_0,65_Log2_03.09.2025_08.46.16.tdms",2,5,4,0.9337015852385513,0.19387435689371355,1.0048953252717276,0.16042279257622694,0.16666666666666663,0.08195559634554739,0.16666666666666663
03_09_D_88mm_350mm,LBO_Sweep_1_8_47_59.mat,"ER1_0,71_Log1_04.09.2025_08.47.54.tdms",1,17,16,1.6187932179848736,0.3970602521309151,1.8573613994306815,0.3398136617945564,1.9999999999999996,0.08266395368438727,0.08333333333333331
03_09_D_88mm_350mm,LBO_Sweep_3_8_52_36.mat,"ER1_0,65_Log3_03.09.2025_08.52.34.tdms",3,5,4,1.277994877157535,3.8569578911296136,1.1483788348695025,0.3840682239625393,1.0,0.12472605183465944,0.19999999999999998
03_09_D_88mm_350mm,LBO_Sweep_2_8_54_8.mat,"ER1_0,71_Log2_04.09.2025_08.54.05.tdms",2,20,19,1.6990596867148555,0.5478330891006188,1.9181781910812385,0.5896669126377778,1.3846153846153844,0.06851689040744158,0.07692307692307691
03_09_D_88mm_350mm,LBO_Sweep_3_9_0_6.mat,"ER1_0,71_Log3_04.09.2025_09.00.03.tdms",3,19,18,1.7146588567131036,0.4510650631061257,1.8904177402869937,0.49692792714379813,2.166666666666666,0.08954689552325984,0.08333333333333331
03_09_D_88mm_350mm,LBO_Sweep_1_9_18_52.mat,"ER1_0,7_Log1_03.09.2025_09.18.49.tdms",1,11,10,1.2543208216503803,0.3937674959030515,1.4499929935254234,0.44448180686125754,1.4000000000000001,0.2385617563676051,0.09999999999999999
03_09_D_88mm_350mm,LBO_Sweep_2_9_25_18.mat,"ER1_0,7_Log2_03.09.2025_09.25.15.tdms",2,13,12,1.1686673277428186,0.4412909621319059,1.5649725066657867,0.35036453118776734,1.583333333333333,0.04630719880463471,0.08333333333333331
03_09_D_88mm_350mm,LBO_Sweep_3_9_30_56.mat,"ER1_0,7_Log3_03.09.2025_09.30.53.tdms",3,14,13,1.2364668701066823,0.4716936371261631,1.6680789735309227,0.1954398781927674,3.4615384615384612,0.04945469421013891,0.07692307692307691
03_09_D_88mm_350mm,LBO_Sweep_1_9_48_47.mat,"ER1_0,72_Log1_03.09.2025_09.48.44.tdms",1,25,24,2.083750264267286,0.48958373242881076,2.2350565258330586,0.5579386910772823,2.571428571428571,0.08891582058106769,0.07142857142857142
03_09_D_88mm_350mm,LBO_Sweep_2_9_53_29.mat,"ER1_0,72_Log2_03.09.2025_09.53.27.tdms",2,24,23,2.178638919016202,0.6216776280882969,2.3797398468399438,0.5492694163454291,2.4999999999999996,0.10793233573442067,0.08333333333333331
03_09_D_88mm_350mm,LBO_Sweep_3_9_58_33.mat,"ER1_0,72_Log3_03.09.2025_09.58.30.tdms",3,25,24,2.1821242743413922,0.5302600698892275,2.2604934963455725,0.6344277235993504,2.214285714285714,0.09302623243942246,0.07142857142857142
03_09_D_88mm_350mm,LBO_Sweep_1_11_1_15.mat,"ER1_0,6_Log1_03.09.2025_11.01.13.tdms",1,7,6,0.5471693243744692,0.1926617411254388,0.7108407878801648,0.06435882267158043,0.7142857142857142,0.02011782560904788,0.07142857142857142
03_09_D_88mm_350mm,LBO_Sweep_2_11_7_56.mat,"ER1_0,6_Log2_03.09.2025_11.07.53.tdms",2,4,3,0.40601299837080523,0.3145140423819339,0.394580826923039,0.18434733683907906,0.8,0.0964865540481455,0.09999999999999999
03_09_D_88mm_350mm,LBO_Sweep_3_11_14_33.mat,"ER1_0,6_Log3_03.09.2025_11.14.31.tdms",3,9,8,0.7915144114491769,0.0469169810069481,0.801145857579685,0.016673275665359553,0.7499999999999998,0.09024721985765316,0.08333333333333331
29_08_D_88mm_260mm,LBO_Sweep_1_11_55_49.mat,"ER1_0,6_log1_29.08.2025_11.55.46.tdms",1,6,5,0.6613893965787384,0.06907582777327281,0.6740742937723624,0.020476710649946474,0.6000000000000001,0.0338695477092607,0.09999999999999999
29_08_D_88mm_260mm,LBO_Sweep_1_12_1_18.mat,"ER1_0,6_log1_29.08.2025_12.01.11.tdms",1,7,6,0.7890721918202935,0.05979642298619894,0.8142386972703897,0.040873074204492064,0.8,0.14987974107594013,0.09999999999999999
29_08_D_88mm_260mm,LBO_Sweep_2_12_6_40.mat,"ER1_0,6_log2_29.08.2025_12.06.36.tdms",2,7,6,0.7049784047490165,0.0556301152451613,0.707902480464514,0.029247309307900777,0.7000000000000001,0.18730327237686226,0.09999999999999999
29_08_D_88mm_260mm,LBO_Sweep_3_12_11_38.mat,"ER1_0,6_log3_29.08.2025_12.11.35.tdms",3,6,5,0.8103291686735818,0.0460291969543006,0.7985900094792634,0.04789759403096736,0.75,0.16992660878512245,0.12499999999999999
29_08_D_88mm_260mm,LBO_Sweep_1_12_34_38.mat,"ER1_0,7_log1_29.08.2025_12.34.34.tdms",1,7,6,1.212690564216412,0.19011143831063873,1.2804869732997828,0.08524339927264073,1.25,0.30358234553378327,0.12499999999999999
29_08_D_88mm_260mm,LBO_Sweep_2_12_41_26.mat,"ER1_0,7_log2_29.08.2025_12.41.22.tdms",2,9,8,1.0998630258084234,0.401468775361739,1.1797554465665754,0.29252066621212447,1.1111111111111112,0.3061805379996395,0.11111111111111109
29_08_D_88mm_260mm,LBO_Sweep_3_12_46_37.mat,"ER1_0,7_log3_29.08.2025_12.46.34.tdms",3,11,10,1.2558068508784619,0.42798455692848897,1.516994415826911,0.28110921691516694,1.4000000000000001,0.35408587904635813,0.09999999999999999
29_08_D_88mm_260mm,LBO_Sweep_1_13_7_27.mat,"ER1_0,75_log1_29.08.2025_13.07.25.tdms",1,7,6,1.0555721808174034,0.3375850524870752,1.0365427156960465,0.3083260768112021,4.428571428571428,0.18713946771364684,0.14285714285714285
29_08_D_88mm_260mm,LBO_Sweep_2_13_12_55.mat,"ER1_0,75_log2_29.08.2025_13.12.53.tdms",2,37,36,1.6684649783871217,0.7326026013712238,1.9743607983420906,0.9007586802145713,0.04166666666666666,0.10835277092537446,0.04166666666666666
29_08_D_88mm_260mm,LBO_Sweep_3_13_19_5.mat,"ER1_0,75_log3_29.08.2025_13.19.02.tdms",3,33,32,1.653728480728947,0.770251012351834,1.9053404890604972,0.9386007522005737,2.6363636363636362,0.11571810135533155,0.04545454545454545
29_08_D_88mm_260mm,LBO_Sweep_1_13_48_21.mat,"ER1_0,8_log1_29.08.2025_13.48.18.tdms",1,25,24,1.437014831609704,1.1496693858191938,1.8849489478318107,1.3656606788202224,2.4210526315789473,0.1294256484950261,0.05263157894736841
29_08_D_88mm_260mm,LBO_Sweep_2_13_55_45.mat,"ER1_0,8_log2_29.08.2025_13.55.43.tdms",2,20,19,1.3772911510130883,0.7833204613728781,1.7818610112773983,0.7075405593233735,3.25,0.14710654763456216,0.06249999999999999
