folder,mat_file,tdms_file,log_no,n_peaks,n_intervals,freq_mean_Hz,freq_std_Hz,freq_median_Hz,freq_MAD_Hz,fft_f0_Hz,fft_a0_amp,freq_resolution,ER_blow_off,U_blow_off_m_per_s,blowoff_dt_s
03_09_D_88mm_350mm,LBO_Sweep_1_8_39_29.mat,"ER1_0,65_Log1_03.09.2025_08.39.27.tdms",1,4,3,1.044834183073756,1.1527598887629011,1.220470711143874,0.936288488898734,0.1,0.06359691502869,0.0999999999999999,0.5619718309859156,9.130242825607063,0.008785
03_09_D_88mm_350mm,LBO_Sweep_2_8_46_19.mat,"ER1_0,65_Log2_03.09.2025_08.46.16.tdms",2,5,4,0.9337015852385512,0.1938743568937135,1.0048953252717276,0.1604227925762269,0.0833333333333333,0.0619847290018645,0.0833333333333333,0.5537688442211055,9.298013245033111,0.160992
03_09_D_88mm_350mm,LBO_Sweep_1_8_47_59.mat,"ER1_0,71_Log1_04.09.2025_08.47.54.tdms",1,17,16,1.6187932179848736,0.3970602521309151,1.8573613994306812,0.3398136617945564,2.0,0.0413319768421936,0.0416666666666666,0.6457111834961998,21.713024282560703,0.132272
03_09_D_88mm_350mm,LBO_Sweep_3_8_52_36.mat,"ER1_0,65_Log3_03.09.2025_08.52.34.tdms",3,5,4,1.277994877157535,3.8569578911296136,1.1483788348695023,0.3840682239625393,1.0,0.0623630259173297,0.0999999999999999,0.5675483870967742,9.065121412803531,0.23484
03_09_D_88mm_350mm,LBO_Sweep_2_8_54_8.mat,"ER1_0,71_Log2_04.09.2025_08.54.05.tdms",2,20,19,1.6990596867148555,0.5478330891006188,1.9181781910812383,0.5896669126377778,2.269230769230769,0.0382549445563519,0.0384615384615384,0.6421816227834498,21.929359823399558,0.082704
03_09_D_88mm_350mm,LBO_Sweep_3_9_0_6.mat,"ER1_0,71_Log3_04.09.2025_09.00.03.tdms",3,19,18,1.7146588567131036,0.4510650631061257,1.8904177402869935,0.4969279271437981,2.166666666666666,0.0447734477616299,0.0416666666666666,0.6418367346938775,21.940397350993376,0.224015
03_09_D_88mm_350mm,LBO_Sweep_1_9_18_52.mat,"ER1_0,7_Log1_03.09.2025_09.18.49.tdms",1,11,10,1.2543208216503805,0.3937674959030515,1.4499929935254234,0.4444818068612575,1.4,0.1192808781838025,0.0499999999999999,0.605685986793837,16.003311258278146,0.222862
03_09_D_88mm_350mm,LBO_Sweep_2_9_25_18.mat,"ER1_0,7_Log2_03.09.2025_09.25.15.tdms",2,13,12,1.1686673277428186,0.4412909621319059,1.5649725066657867,0.3503645311877673,0.0416666666666666,0.0253862232470275,0.0416666666666666,0.604102564102564,16.0242825607064,0.099901
03_09_D_88mm_350mm,LBO_Sweep_3_9_30_56.mat,"ER1_0,7_Log3_03.09.2025_09.30.53.tdms",3,14,13,1.2364668701066823,0.4716936371261631,1.6680789735309227,0.1954398781927674,1.7307692307692306,0.0309422343637399,0.0384615384615384,0.6112676056338027,15.847682119205299,0.077979
03_09_D_88mm_350mm,LBO_Sweep_1_9_48_47.mat,"ER1_0,72_Log1_03.09.2025_09.48.44.tdms",1,25,24,2.083750264267286,0.4895837324288107,2.2350565258330586,0.5579386910772823,2.571428571428571,0.0444579102905338,0.0357142857142857,0.674324903557651,27.578366445916114,0.079348
03_09_D_88mm_350mm,LBO_Sweep_2_9_53_29.mat,"ER1_0,72_Log2_03.09.2025_09.53.27.tdms",2,24,23,2.178638919016202,0.6216776280882969,2.379739846839944,0.5492694163454291,2.5,0.0539661678672103,0.0416666666666666,0.6766451612903225,27.49006622516556,0.077787
03_09_D_88mm_350mm,LBO_Sweep_3_9_58_33.mat,"ER1_0,72_Log3_03.09.2025_09.58.30.tdms",3,25,24,2.182124274341392,0.5302600698892275,2.2604934963455725,0.6344277235993504,2.821428571428571,0.0544201299899244,0.0357142857142857,0.670755119453925,27.69867549668874,0.210632
03_09_D_88mm_350mm,LBO_Sweep_1_11_1_15.mat,"ER1_0,6_Log1_03.09.2025_11.01.13.tdms",1,7,6,0.5471693243744692,0.1926617411254388,0.7108407878801648,0.0643588226715804,0.7142857142857142,0.0100589128045239,0.0357142857142857,0.5347305389221557,7.788079470198675,0.005457
