folder,mat_file,tdms_file,log_no,n_peaks,n_intervals,freq_mean_Hz,freq_std_Hz,freq_median_Hz,freq_MAD_Hz,fft_f0_Hz,fft_a0_amp
02_09_D_88mm_200mm,Up_14_ERp_0.7_PH2p_0_13_45_54.mat,"ER1_0,7_Log6_02.09.2025_13.45.51.tdms",6,82,81,0.6767859252591045,0.21580364710318092,0.7258806202214372,0.20392262252876847,0.732421875,0.15940559607427882
02_09_D_88mm_200mm,Up_14_ERp_0.7_PH2p_0_13_48_20.mat,"ER1_0,7_Log5_02.09.2025_13.48.17.tdms",5,54,53,0.4504934475728051,0.38444138857172494,0.5183237823537705,0.22530349517204398,0.634765625,0.11587916156026452
02_09_D_88mm_200mm,Up_14_ERp_0.7_PH2p_0_13_50_51.mat,"ER1_0,7_Log4_02.09.2025_13.50.45.tdms",4,43,42,0.36134629784199174,0.15728238898549102,0.40424849172026484,0.16731643599067417,0.439453125,0.11157985422048095
02_09_D_88mm_200mm,Up_28_ERp_0.72_PH2p_0_14_11_55.mat,"ER1_0,72_Log6_02.09.2025_14.11.52.tdms",6,73,72,0.6141644700548375,0.38895387385250785,0.7016479516445686,0.3546406520290878,0.68359375,0.05292806661905805
02_09_D_88mm_200mm,Up_28_ERp_0.72_PH2p_0_14_14_21.mat,"ER1_0,72_Log5_02.09.2025_14.14.13.tdms",5,64,63,0.5304606190793699,0.5227294031904691,0.7054867823523892,0.48618601114528504,0.87890625,0.030019352422490028
02_09_D_88mm_200mm,Up_28_ERp_0.72_PH2p_0_14_18_17.mat,"ER1_0,72_Log4_02.09.2025_14.18.14.tdms",4,85,84,0.7102167640748686,0.38910198240402905,0.8025345689052701,0.31929601308901584,0.927734375,0.05373276408151886
02_09_D_88mm_200mm,Up_35_ERp_0.75_PH2p_0_14_39_35.mat,"ER1_0,75_Log6_02.09.2025_14.39.33.tdms",6,146,145,1.209617564140889,0.593236096740078,1.447718540352259,0.5023138673403797,1.3671875,0.07926031418805506
02_09_D_88mm_200mm,Up_35_ERp_0.75_PH2p_0_14_41_60.mat,"ER1_0,75_Log5_02.09.2025_14.41.57.tdms",5,82,81,0.6785748908591874,0.4055381442338536,0.9105137938287196,0.4023204714337195,0.927734375,0.06652765950358781
02_09_D_88mm_200mm,Up_35_ERp_0.75_PH2p_0_14_46_52.mat,"ER1_0,75_Log4_02.09.2025_14.46.50.tdms",4,69,68,0.5851971489607982,0.571768306374204,0.8474477174589985,0.5862423408451534,1.416015625,0.03442174431110342
02_09_D_88mm_200mm,Up_42_ERp_0.8_PH2p_0_15_3_25.mat,"ER1_0,8_Log6_02.09.2025_15.03.22.tdms",6,101,100,0.8375620445023515,0.7261108419243913,1.2470859538201684,0.6874760563734006,1.3671875,0.06481128910124105
02_09_D_88mm_200mm,Up_42_ERp_0.8_PH2p_0_15_6_2.mat,"ER1_0,8_Log5_02.09.2025_15.06.00.tdms",5,68,67,0.560033482980967,0.5206860106186888,0.6980330127733062,0.5071180657286157,0.927734375,0.05378133698466953
02_09_D_88mm_200mm,Up_42_ERp_0.8_PH2p_0_15_10_28.mat,"ER1_0,8_Log4_02.09.2025_15.10.22.tdms",4,65,64,0.5890008111093358,0.6706215518112107,0.8352210409277879,0.7610266350773862,0.048828125,0.08986521533591901
02_09_D_88mm_200mm,Up_53_ERp_0.85_PH2p_0_15_33_38.mat,"ER1_0,85_Log6_02.09.2025_15.33.35.tdms",6,162,161,2.2679830772963565,0.6470197816920529,2.5545067886017905,0.8345330452295533,0.048828125,0.17815700269571957
02_09_D_88mm_200mm,Up_53_ERp_0.85_PH2p_0_15_38_33.mat,"ER1_0,85_Log5_02.09.2025_15.38.31.tdms",5,63,62,0.5464052890551399,0.7144656958967984,1.0521604543697989,0.799824241219105,0.048828125,0.06101162940308733
02_09_D_88mm_200mm,Up_53_ERp_0.85_PH2p_0_15_42_3.mat,"ER1_0,85_Log4_02.09.2025_15.42.00.tdms",4,59,58,0.4936303135856356,0.5809053787125175,0.7463039390406869,0.6116853223342857,1.416015625,0.06312418445465501
