folder,mat_file,tdms_file,log_no,n_peaks,n_intervals,freq_mean_Hz,freq_std_Hz,freq_median_Hz,freq_MAD_Hz,fft_f0_Hz,fft_a0_amp,freq_resolution,ER_blow_off,U_blow_off_m_per_s,blowoff_dt_s
03_09_D_88mm_350mm,LBO_Sweep_2_9_53_29.mat,"ER1_0,72_Log2_03.09.2025_09.53.27.tdms",2,20,19,2.229832340079945,0.4348555904555283,2.3424963984117877,0.4990715935347367,2.372202957058813,0.1474798461507873,0.2156548142780739,0.6766451612903225,27.49006622516556,0.077787
03_09_D_88mm_350mm,LBO_Sweep_3_9_58_33.mat,"ER1_0,72_Log3_03.09.2025_09.58.30.tdms",3,26,25,2.2743668844903646,0.5625977673531268,2.362496781098136,0.6150390544011496,2.185535119868195,0.1470200326039857,0.1681180861437073,0.670755119453925,27.69867549668874,0.210632
03_09_D_88mm_350mm,LBO_Sweep_1_10_35_46.mat,"ER1_0,75_Log1_03.09.2025_10.35.44.tdms",1,7,6,0.6838991782153491,0.4453087371717093,0.8074677133534405,0.4808773463219817,0.1272212836118631,0.0406611994134968,0.1272212836118631,0.7157690005984441,39.666666666666664,0.221809
03_09_D_88mm_350mm,LBO_Sweep_1_11_1_15.mat,"ER1_0,6_Log1_03.09.2025_11.01.13.tdms",1,2,1,2.026436895741848,0.0,2.026436895741848,0.0,0.6103441120103513,0.0182046823493314,0.6103441120103513,0.5347305389221557,7.788079470198675,0.005457
03_09_D_88mm_350mm,LBO_Sweep_2_11_7_56.mat,"ER1_0,6_Log2_03.09.2025_11.07.53.tdms",2,2,1,0.64314347952199,0.0,0.64314347952199,0.0,0.5840507423284935,0.0604425675407794,0.5840507423284934,0.5484686064318529,7.623620309050771,0.167418
29_08_D_88mm_260mm,LBO_Sweep_1_12_34_38.mat,"ER1_0,7_log1_29.08.2025_12.34.34.tdms",1,14,13,1.185155687976951,0.482051387165659,1.1959819789435413,0.2087451556673397,0.1395704579585866,0.4252984371970121,0.1395704579585866,0.6128804751299184,15.826710816777041,0.237225
29_08_D_88mm_260mm,LBO_Sweep_2_12_41_26.mat,"ER1_0,7_log2_29.08.2025_12.41.22.tdms",2,14,13,1.320865581504468,0.5113786986287668,1.4899310459911916,0.6369444968553452,0.1672184876759974,0.3134819651279494,0.1672184876759974,0.6044819985304923,15.977924944812361,0.241519
29_08_D_88mm_260mm,LBO_Sweep_3_12_46_37.mat,"ER1_0,7_log3_29.08.2025_12.46.34.tdms",3,14,13,1.3905834396059984,0.661854391980999,1.5546707751433018,0.3672601546054733,1.4377814457179994,0.346077244613026,0.1437781445717999,0.6045454545454545,16.013245033112586,0.039796
29_08_D_88mm_260mm,LBO_Sweep_1_13_7_27.mat,"ER1_0,75_log1_29.08.2025_13.07.25.tdms",1,2,1,1.6454025806494077,0.0,1.6454025806494077,0.0,2.1528525296017222,0.012303922713125,2.152852529601722,0.7317903930131004,40.83443708609271,0.094296
29_08_D_88mm_260mm,LBO_Sweep_2_13_12_55.mat,"ER1_0,75_log2_29.08.2025_13.12.53.tdms",2,12,11,1.3237965425803973,0.5309776604068167,1.7862150638661196,0.5857897034023786,3.817151502743144,0.1981120311035031,0.1735068864883246,0.7298141155968633,40.92163355408388,0.172876
29_08_D_88mm_260mm,LBO_Sweep_3_13_19_5.mat,"ER1_0,75_log3_29.08.2025_13.19.02.tdms",3,14,13,1.640588668454067,0.6417383234140697,1.6317685760534697,0.5460525910250372,4.618204384407787,0.135047895125648,0.1443188870127433,0.7247762056020792,41.13907284768212,0.193994
29_08_D_88mm_260mm,LBO_Sweep_1_13_48_21.mat,"ER1_0,8_log1_29.08.2025_13.48.18.tdms",1,14,13,1.4125186968580588,0.91604378462485,1.7726661963192358,1.2774585096217277,1.9029423294297645,0.2036838938092144,0.1902942329429764,0.7786630891273916,51.18432671081678,0.054886
29_08_D_88mm_260mm,LBO_Sweep_2_13_55_45.mat,"ER1_0,8_log2_29.08.2025_13.55.43.tdms",2,15,14,1.6127254172552634,0.7601564092747111,1.8397801916084504,0.6415597846241168,1.8650453206012905,0.2559178357513343,0.2072272578445878,0.7766682221185254,51.17439293598234,0.199254
29_08_D_88mm_260mm,LBO_Sweep_3_14_2_7.mat,"ER1_0,8_log3_29.08.2025_14.02.04.tdms",3,17,16,1.592442110499359,0.8694566639344555,2.309982373470492,0.937860156981514,3.218987735656727,0.152224593276978,0.1341244889856969,0.7767086540704454,51.18653421633554,0.237831
29_08_D_88mm_260mm,LBO_Sweep_1_14_25_40.mat,"ER1_0,85_log1_29.08.2025_14.25.36.tdms",1,12,11,1.0716126591746653,0.763243327557729,1.5648399246999027,1.2084981068985658,2.727593620639861,0.0399766948519704,0.1604466835670506,0.8234482063683999,59.515452538631344,0.152063
29_08_D_88mm_260mm,LBO_Sweep_2_14_32_38.mat,"ER1_0,85_log2_29.08.2025_14.32.35.tdms",2,7,6,0.559733081950987,0.4157226452074657,0.6850860033123555,0.0811670232809017,6.143543903300619,0.0140128305012733,0.1535885975825154,0.8225796692214602,59.462472406181014,0.025456
29_08_D_88mm_260mm,LBO_Sweep_3_14_38_51.mat,"ER1_0,85_log3_29.08.2025_14.38.47.tdms",3,13,12,0.9781633190385632,1.0519379236049422,1.017820096182039,0.4429940616996004,0.1470030488432329,0.0122383526514501,0.1470030488432329,0.8280327537403963,59.349889624724064,0.16512
29_08_D_88mm_260mm,LBO_Sweep_1_15_3_59.mat,"ER1_0,9_log1_29.08.2025_15.03.43.tdms",1,4,3,0.6067308291259922,0.5484274619782787,0.7108149066415702,0.5314563654541683,5.46442115386717,0.0327276322923217,0.2732210576933585,0.8726345250993139,66.74061810154525,0.166786
29_08_D_88mm_260mm,LBO_Sweep_2_15_13_54.mat,"ER1_0,9_log1_set2_29.08.2025_15.13.51.tdms",1,2,1,0.8136021257796343,0.0,0.8136021257796343,0.0,0.1781223059001232,0.0367406177833115,0.1781223059001232,0.8630508474576271,67.48565121412803,0.24711
02_09_D_88mm_200mm,LBO_Sweep_1_13_18_29.mat,"ER1_0,65_Log1_02.09.2025_13.18.26.tdms",1,3,2,1.7613867045247382,0.7033990227364607,1.8921308803937085,0.737412947277302,0.3440729985273675,0.124986026361619,0.3440729985273675,0.5631882202304739,9.131346578366443,0.238756
02_09_D_88mm_200mm,LBO_Sweep_2_13_22_24.mat,"ER1_0,65_Log2_02.09.2025_13.22.22.tdms",2,4,3,2.3253344412260097,0.6223705684170031,2.630229224476913,0.4783676533673688,0.4007212983370066,0.1367159153440836,0.4007212983370065,0.5639102564102565,9.120309050772626,0.067736
02_09_D_88mm_200mm,LBO_Sweep_3_13_26_31.mat,"ER1_0,65_Log3_02.09.2025_13.26.27.tdms",3,4,3,1.6731482571093466,0.6733230357460451,1.7571573411397978,0.8205777925748933,0.3353611504228904,0.2085077261405953,0.3353611504228904,0.5639102564102565,9.120309050772626,0.180119
02_09_D_88mm_200mm,LBO_Sweep_3_13_30_40.mat,"ER1_0,7_Log1_02.09.2025_13.30.37.tdms",1,9,8,1.1991405160351318,0.6799886913673575,1.4272113997033986,0.8096188975565831,0.1623476772917809,0.3765964046936669,0.1623476772917809,0.6181750186985789,15.71743929359823,0.099406
02_09_D_88mm_200mm,LBO_Sweep_2_13_35_42.mat,"ER1_0,7_Log2_02.09.2025_13.35.39.tdms",2,11,10,1.968670188880124,0.8146669665938971,2.224368160893939,1.2280272932112413,0.1414131129551381,0.4272366764911912,0.1414131129551381,0.619534184823441,15.649006622516557,0.19352
02_09_D_88mm_200mm,LBO_Sweep_3_13_41_5.mat,"ER1_0,7_Log3_02.09.2025_13.41.01.tdms",3,9,8,1.362753129264459,0.6238074449526467,1.5570499080681426,0.3843490679489914,0.1630815897193365,0.3478667958747471,0.1630815897193365,0.6204665161775771,15.626931567328917,0.145584
02_09_D_88mm_200mm,LBO_Sweep_1_13_55_31.mat,"ER1_0,72_Log1_02.09.2025_13.55.27.tdms",1,3,2,0.6329350273206404,0.1568676832361192,0.6518112510765401,0.1644532575232889,0.164184201539391,0.1970221937813194,0.164184201539391,0.6972405271828667,28.766004415011036,0.286178
02_09_D_88mm_200mm,LBO_Sweep_2_14_0_45.mat,"ER1_0,72_Log2_02.09.2025_14.00.42.tdms",2,6,5,1.1114294739093042,0.3869732072320529,1.2627936784548457,0.4724558275774544,0.1793155882627188,0.398854108793564,0.1793155882627188,0.701762754043965,28.57726269315673,0.226474
02_09_D_88mm_200mm,LBO_Sweep_3_14_5_7.mat,"ER1_0,72_Log3_02.09.2025_14.05.04.tdms",3,10,9,1.5482051743425245,0.3320489086093461,1.537167952507659,0.2342060934880771,0.1477436588421624,0.4937558856987336,0.1477436588421624,0.6988865979381444,28.73509933774834,0.083853
02_09_D_88mm_200mm,LBO_Sweep_1_14_28_9.mat,"ER1_0,75_Log1_02.09.2025_14.28.06.tdms",1,5,4,0.9226556243241548,0.6040248569043585,1.161731112178963,0.6892267141923816,0.164030155303751,0.0611668445120734,0.164030155303751,0.7325681969394543,35.737306843267106,0.076332
02_09_D_88mm_200mm,LBO_Sweep_2_14_32_13.mat,"ER1_0,75_Log2_02.09.2025_14.32.10.tdms",2,3,2,0.8393307009124783,0.5565701226114075,0.994994957781811,0.5834839134189959,0.1796577161192495,0.0486206326930657,0.1796577161192495,0.7325681969394543,35.737306843267106,0.246909
02_09_D_88mm_200mm,LBO_Sweep_3_14_36_10.mat,"ER1_0,75_Log3_02.09.2025_14.36.07.tdms",3,7,6,1.1586026633958026,0.4408124053733357,1.0982291682244152,0.260206072963613,0.1472264018161848,0.0726010945666466,0.1472264018161848,0.7330559254327564,35.715231788079464,0.242607
02_09_D_88mm_200mm,LBO_Sweep_1_14_51_17.mat,"ER1_0,8_Log1_02.09.2025_14.51.15.tdms",1,3,2,0.7233628851184,0.1867875210039998,0.7467246283099853,0.195819914338702,0.1755303649978409,0.0555140710031398,0.1755303649978409,0.776625,42.983443708609265,0.190944
02_09_D_88mm_200mm,LBO_Sweep_2_14_55_20.mat,"ER1_0,8_Log2_02.09.2025_14.55.18.tdms",2,11,10,1.510435751651737,0.7789410504769729,2.0023757906494817,0.6882141359621762,0.1223334369089765,0.134854748545892,0.1223334369089765,0.7713026714403746,43.331125827814574,0.220776
02_09_D_88mm_200mm,LBO_Sweep_3_15_0_6.mat,"ER1_0,8_Log3_02.09.2025_15.00.02.tdms",3,7,6,1.6175144464258997,0.7728737379765894,1.973738147664568,0.455009955550234,0.1315564442924236,0.1027998948808491,0.1315564442924236,0.7698051056821301,43.46799116997792,0.128318
02_09_D_88mm_200mm,LBO_Sweep_2_15_26_6.mat,"ER1_0,85_Log2_02.09.2025_15.26.03.tdms",2,4,3,0.5908668528816379,0.7165546186702927,0.8651424586829589,0.8388822598530781,0.199440768086286,0.1118210502032181,0.199440768086286,0.8301916221033868,53.8653421633554,0.1252
02_09_D_88mm_200mm,LBO_Sweep_3_15_30_12.mat,"ER1_0,85_Log3_02.09.2025_15.30.09.tdms",3,4,3,1.5329797600682278,1.10053992192167,1.6540654447533871,1.015949793457004,0.1931814669427873,0.0808437445720798,0.1931814669427873,0.829041186891054,54.19536423841059,0.001625
