folder,mat_file,tdms_file,log_no,n_peaks,n_intervals,freq_mean_Hz,freq_std_Hz,freq_median_Hz,freq_MAD_Hz,fft_f0_Hz,fft_a0_amp,freq_resolution
03_09_D_88mm_350mm,Up_8_ERp_0.65_PH2p_0_8_56_35.mat,"ER1_0,65_Log6_03.09.2025_08.56.32.tdms",6,81,80,0.6760740397414068,0.08855115911518079,0.6702009492694694,0.08241835253535179,0.048828125,1.1474847558701715,0.04882812499999999
03_09_D_88mm_350mm,Up_8_ERp_0.65_PH2p_0_9_2_21.mat,"ER1_0,65_Log4_03.09.2025_09.02.16.tdms",4,73,72,0.6037124795838276,0.04165175172397912,0.5977018152231424,0.03744258965329561,0.5859375,0.7967092529147801,0.04882812499999999
03_09_D_88mm_350mm,Up_20_ERp_0.71_PH2p_0_9_4_52.mat,"ER1_0,71_Log6_04.09.2025_09.04.49.tdms",6,278,277,2.3202389239646566,0.1553044098455917,2.3406815128292755,0.15219109400629718,2.294921875,4.258619622600048,0.04882812499999999
03_09_D_88mm_350mm,Up_20_ERp_0.71_PH2p_0_9_7_13.mat,"ER1_0,71_Log5_04.09.2025_09.07.08.tdms",5,285,284,2.3726306891141253,0.17424407248901774,2.3846657510439266,0.15361468284640797,2.34375,3.851045159414239,0.04882812499999999
03_09_D_88mm_350mm,Up_20_ERp_0.71_PH2p_0_9_10_22.mat,"ER1_0,71_Log4_04.09.2025_09.10.18.tdms",4,275,274,2.2930092015864982,0.3351234650935844,2.448528863970939,0.13748404228887284,2.392578125,3.682126892645959,0.04882812499999999
03_09_D_88mm_350mm,Up_14_ERp_0.7_PH2p_0_9_36_8.mat,"ER1_0,7_Log6_03.09.2025_09.36.05.tdms",6,196,195,1.6358551119268425,0.07556658137182706,1.6359409687060853,0.08170719541612934,1.611328125,2.561656627294412,0.04882812499999999
03_09_D_88mm_350mm,Up_14_ERp_0.7_PH2p_0_9_38_25.mat,"ER1_0,7_Log5_03.09.2025_09.38.22.tdms",5,200,199,1.6637130604284325,0.08482057581342738,1.6609888531038068,0.07354977188398197,1.611328125,2.561564761438714,0.04882812499999999
03_09_D_88mm_350mm,Up_14_ERp_0.7_PH2p_0_9_41_36.mat,"ER1_0,7_Log4_03.09.2025_09.41.33.tdms",4,201,200,1.6774106636870707,0.07427261495948112,1.677424638030796,0.07482040726189047,1.66015625,2.0860936173382862,0.04882812499999999
03_09_D_88mm_350mm,Up_26_ERp_0.72_PH2p_0_10_14_27.mat,"ER1_0,72_Log6_03.09.2025_10.14.24.tdms",6,259,258,2.1610249550387453,0.15644988799594245,2.171147579920631,0.16021400767690178,2.099609375,8.019685222622574,0.04882812499999999
03_09_D_88mm_350mm,Up_26_ERp_0.72_PH2p_0_10_16_48.mat,"ER1_0,72_Log5_03.09.2025_10.16.43.tdms",5,274,273,2.288544291681459,0.15505345930012354,2.2819484188379406,0.16046017962047993,2.24609375,7.698960561348017,0.04882812499999999
03_09_D_88mm_350mm,Up_26_ERp_0.72_PH2p_0_10_20_19.mat,"ER1_0,72_Log4_03.09.2025_10.20.16.tdms",4,291,290,2.420277761424675,0.14797010778219016,2.41720193792289,0.14177999997715532,2.392578125,7.774661550799646,0.04882812499999999
03_09_D_88mm_350mm,Up_7_ERp_0.6_PH2p_0_11_24_6.mat,"ER1_0,6_Log6_03.09.2025_11.24.02.tdms",6,45,44,0.3825159904072292,0.21568313919622945,0.6424759387676182,0.13701074049267528,0.68359375,0.5027016355379963,0.04882812499999999
03_09_D_88mm_350mm,Up_7_ERp_0.6_PH2p_0_11_28_3.mat,"ER1_0,6_Log5_03.09.2025_11.28.00.tdms",5,30,29,0.2700142524695457,0.2229116479745041,0.3572500321525029,0.25843477793115116,0.732421875,0.4912286966332342,0.04882812499999999
03_09_D_88mm_350mm,Up_7_ERp_0.6_PH2p_0_11_32_12.mat,"ER1_0,6_Log4_03.09.2025_11.32.05.tdms",4,34,33,0.2887376438334542,0.23880003845720066,0.36854959885218913,0.270305179514623,0.732421875,0.5389246155933588,0.04882812499999999
29_08_D_88mm_260mm,Up_8_ERp_0.6_PH2p_0_12_18_10.mat,"ER1_0,6_log4_29.08.2025_12.18.07.tdms",4,66,65,0.5545637916819851,0.16219868710280072,0.6661634911763314,0.09698368241007174,0.048828125,1.6789128296342526,0.04882812499999999
29_08_D_88mm_260mm,Up_8_ERp_0.6_PH2p_0_12_22_39.mat,"ER1_0,6_log5_29.08.2025_12.22.22.tdms",5,65,64,0.5432463432115127,0.08007313545941097,0.5708807371839052,0.06555418868911987,0.048828125,0.43477218174138343,0.04882812499999999
29_08_D_88mm_260mm,Up_8_ERp_0.6_PH2p_0_12_25_9.mat,"ER1_0,6_log6_29.08.2025_12.25.06.tdms",6,61,60,0.507412149831704,0.09191888441199393,0.5508998479391047,0.06865408493450774,0.537109375,0.39591714818311985,0.04882812499999999
29_08_D_88mm_260mm,Up_15_ERp_0.65_PH2p_0_12_52_22.mat,"ER1_0,7_log4_29.08.2025_12.52.19.tdms",4,148,147,1.2286794444202422,0.2225374341391325,1.3314940961551776,0.16433336085779165,0.048828125,3.91743121071015,0.04882812499999999
29_08_D_88mm_260mm,Up_15_ERp_0.65_PH2p_0_12_56_43.mat,"ER1_0,7_log5_29.08.2025_12.56.39.tdms",5,138,137,1.1576898564254166,0.1596959735873413,1.2018219620945354,0.1432432913790949,1.171875,1.0960627151309892,0.04882812499999999
