folder,mat_file,tdms_file,log_no,n_peaks,n_intervals,freq_mean_Hz,freq_std_Hz,freq_median_Hz,freq_MAD_Hz,fft_f0_Hz,fft_a0_amp,ER_blow_off,U_blow_off_m_per_s,blowoff_dt_s
02_09_D_88mm_200mm,LBO_Sweep_1_13_18_29.mat,"ER1_0,65_Log1_02.09.2025_13.18.26.tdms",1,2,1,0.8806933522623691,0.0,0.8806933522623691,0.0,1.032226098804682,0.138451496447871,0.5631882202304739,9.131346578366443,0.238756
02_09_D_88mm_200mm,LBO_Sweep_2_13_22_24.mat,"ER1_0,65_Log2_02.09.2025_13.22.22.tdms",2,2,1,1.3911166075673962,0.0,1.3911166075673962,0.0,1.2021831646269625,0.1406929135931056,0.5639102564102565,9.120309050772626,0.067736
02_09_D_88mm_200mm,LBO_Sweep_3_13_26_31.mat,"ER1_0,65_Log3_02.09.2025_13.26.27.tdms",3,2,1,2.543597256984718,0.0,2.543597256984718,0.0,1.2673628713373213,0.1202774792464432,0.5639102564102565,9.120309050772626,0.180119
02_09_D_88mm_200mm,LBO_Sweep_3_13_30_40.mat,"ER1_0,7_Log1_02.09.2025_13.30.37.tdms",1,3,2,0.6910188623963774,0.0040954104093582,0.6910309981663108,0.0042934501792825,0.6877579092159559,0.2389824353412045,0.6181750186985789,15.71743929359823,0.099406
02_09_D_88mm_200mm,LBO_Sweep_2_13_35_42.mat,"ER1_0,7_Log2_02.09.2025_13.35.39.tdms",2,3,2,2.2487196352576757,0.959344926850522,2.4375073127089864,1.005735503032426,0.6435917568767778,0.1317811623442885,0.619534184823441,15.649006622516557,0.19352
02_09_D_88mm_200mm,LBO_Sweep_3_13_41_5.mat,"ER1_0,7_Log3_02.09.2025_13.41.01.tdms",3,3,2,0.715583476032605,0.1790965819544626,0.7373345164044733,0.1877570682889796,0.6834148875099094,0.241181503060098,0.6204665161775771,15.626931567328917,0.145584
02_09_D_88mm_200mm,LBO_Sweep_2_14_0_45.mat,"ER1_0,72_Log2_02.09.2025_14.00.42.tdms",2,4,3,1.239389278539107,0.4090583660064809,1.2627936784548457,0.4724558275774544,0.5983437844047675,0.3027513258582628,0.701762754043965,28.57726269315673,0.226474
02_09_D_88mm_200mm,LBO_Sweep_3_14_5_7.mat,"ER1_0,72_Log3_02.09.2025_14.05.04.tdms",3,4,3,1.4931464577588869,0.1947696841167722,1.537167952507659,0.2272367323405645,0.6095256671258426,0.3120812043553471,0.6988865979381444,28.73509933774834,0.083853
02_09_D_88mm_200mm,LBO_Sweep_1_14_28_9.mat,"ER1_0,75_Log1_02.09.2025_14.28.06.tdms",1,5,4,0.9226556243241548,0.6040248569043585,1.161731112178963,0.6892267141923816,0.4920920802700601,0.0784831722110356,0.7325681969394543,35.737306843267106,0.076332
02_09_D_88mm_200mm,LBO_Sweep_2_14_32_13.mat,"ER1_0,75_Log2_02.09.2025_14.32.10.tdms",2,3,2,0.8393307009124783,0.5565701226114075,0.994994957781811,0.5834839134189959,0.5937396095568327,0.0477759713522999,0.7325681969394543,35.737306843267106,0.246909
02_09_D_88mm_200mm,LBO_Sweep_3_14_36_10.mat,"ER1_0,75_Log3_02.09.2025_14.36.07.tdms",3,5,4,1.151694257422094,0.5347399603834683,1.0982291682244152,0.2203542240656882,0.4981220797593074,0.0582458160105352,0.7330559254327564,35.715231788079464,0.242607
02_09_D_88mm_200mm,LBO_Sweep_1_14_51_17.mat,"ER1_0,8_Log1_02.09.2025_14.51.15.tdms",1,3,2,0.7233628851184,0.1867875210039998,0.7467246283099853,0.195819914338702,0.526592943654555,0.066216504002018,0.776625,42.983443708609265,0.190944
02_09_D_88mm_200mm,LBO_Sweep_3_15_0_6.mat,"ER1_0,8_Log3_02.09.2025_15.00.02.tdms",3,5,4,1.386453448612316,0.5639998652677252,1.7080989973469378,0.455009955550234,0.4262828983826827,0.0846671888704053,0.7698051056821301,43.46799116997792,0.128318
02_09_D_88mm_200mm,LBO_Sweep_2_15_26_6.mat,"ER1_0,85_Log2_02.09.2025_15.26.03.tdms",2,4,3,0.5908668528816379,0.7165546186702927,0.8651424586829589,0.8388822598530781,0.5983223042588581,0.1169383275113086,0.8301916221033868,53.8653421633554,0.1252
02_09_D_88mm_200mm,LBO_Sweep_3_15_30_12.mat,"ER1_0,85_Log3_02.09.2025_15.30.09.tdms",3,4,3,1.5329797600682278,1.10053992192167,1.6540654447533871,1.015949793457004,0.5795488791524677,0.0759823210987852,0.829041186891054,54.19536423841059,0.001625
