folder,mat_file,tdms_file,log_no,n_peaks,n_intervals,freq_mean_Hz,freq_std_Hz,freq_median_Hz,freq_MAD_Hz,fft_f0_Hz,fft_a0_amp,ER_blow_off,U_blow_off_m_per_s,blowoff_dt_s
01_09_D_120mm_260mm,LBO_Sweep_2_9_4_11.mat,ER1_0.7_log2_01.09.2025_09.04.07.tdms,2,8,7,0.9772404878552042,0.8115953694832289,1.196233777574684,0.5556768907075156,0.0638814360546825,0.5781451998799059,0.6224714160070359,13.3719646799117,0.139925
01_09_D_120mm_260mm,LBO_Sweep_3_9_9_21.mat,ER1_0.7_log3_01.09.2025_09.09.18.tdms,3,8,7,1.2061410499251073,0.6818494823351623,1.466082188567491,0.5861138133575639,0.0726318740621409,0.5578024106005086,0.6307932263814616,13.206401766004415,0.219799
01_09_D_120mm_260mm,LBO_Sweep_1_9_20_36.mat,ER1_0.75_log1_01.09.2025_09.20.33.tdms,1,5,4,1.0695687632442696,0.5165127011396909,1.106003623126712,0.3948166716405158,0.0731434723839505,0.1069037522319761,0.6674157303370786,19.975717439293597,0.164461
01_09_D_120mm_260mm,LBO_Sweep_2_9_27_6.mat,ER1_0.75_log2_01.09.2025_09.27.03.tdms,2,23,22,1.6436981025672095,0.8459223405741397,2.2933488086353533,1.0434347448132513,0.037283800561494,0.60363449388714,0.6614979520187244,20.1766004415011,0.239969
01_09_D_120mm_260mm,LBO_Sweep_3_9_33_11.mat,ER1_0.75_log3_01.09.2025_09.33.08.tdms,3,14,13,1.2057425249992162,0.5663935661031935,1.4172616803621385,0.6996353346220355,0.0419673275961198,0.4962762187313546,0.6643863769817968,20.11147902869757,0.035022
01_09_D_120mm_260mm,LBO_Sweep_1_9_44_7.mat,ER1_0.8_log1_01.09.2025_09.43.59.tdms,1,9,8,1.4923087340539818,0.9554152176499126,1.475437296397641,0.6952268124098684,0.041383534319365,0.28130673514417,0.710363859362224,29.016556291390724,0.151921
01_09_D_120mm_260mm,LBO_Sweep_2_9_51_7.mat,ER1_0.8_log2_01.09.2025_09.51.04.tdms,2,8,7,1.3650367672653263,0.8637586736582032,1.760721473230871,0.8319246620829118,0.0423706191957548,0.243960121491053,0.708139534883721,29.069536423841058,0.097739
01_09_D_120mm_260mm,LBO_Sweep_3_9_56_17.mat,ER1_0.8_log3_01.09.2025_09.56.14.tdms,3,11,10,1.4700099593174742,0.7236784290341419,1.4832208332746506,0.4133040349881689,0.0407987081497051,0.3430387234794851,0.709204081632653,29.06070640176601,0.179371
01_09_D_120mm_260mm,LBO_Sweep_1_10_17_53.mat,ER1_0.85_log1_01.09.2025_10.17.50.tdms,1,8,7,0.619096637182042,0.8424594939001075,0.7376034673263792,0.7643428877199129,0.0353253535714638,0.1581057445026066,0.7620493066255778,38.68984547461368,0.10851
01_09_D_120mm_260mm,LBO_Sweep_2_10_31_21.mat,ER1_0.85_log2_01.09.2025_10.31.19.tdms,2,9,8,0.7136472548666283,0.9584747093243688,1.44527587129771,0.909071709643806,0.0369068787778803,0.1469804323925738,0.7613495985176035,38.6037527593819,0.102171
01_09_D_120mm_260mm,LBO_Sweep_3_10_53_22.mat,ER1_0.85_log3_01.09.2025_10.53.20.tdms,3,12,11,2.1599896477587066,0.6013514737543839,2.475223017593885,0.6476655451887919,0.0388907426809566,0.1721367422989159,0.7632352941176471,38.515452538631344,0.027802
01_09_D_120mm_260mm,LBO_Sweep_1_11_8_45.mat,ER1_0.9_log1_01.09.2025_11.08.43.tdms,1,10,9,0.5746115912948643,0.3818672721041092,0.8431454383723921,0.5788237206715506,0.032041156224347,0.1602179316727863,0.8166422108094888,49.01214128035319,0.028741
01_09_D_120mm_260mm,LBO_Sweep_2_11_16_41.mat,ER1_0.9_log2_01.09.2025_11.16.38.tdms,2,15,14,0.4889668643571341,1.0024227376864814,1.0050971454423898,0.8329820301407579,0.0285227443215494,0.1926343429357244,0.8205925743791495,48.76710816777041,0.038533
01_09_D_120mm_260mm,LBO_Sweep_3_11_21_5.mat,ER1_0.9_log3_01.09.2025_11.20.59.tdms,3,16,15,0.5830810859768611,0.7491294635165535,0.9696048278563588,0.7643503955286568,0.037326608571533,0.1425461175280997,0.8285980148883374,48.36092715231787,0.003497
01_09_D_120mm_260mm,LBO_Sweep_1_11_39_56.mat,ER1_0.95_log1_01.09.2025_11.39.53.tdms,1,7,6,0.6388367379250007,0.9118819726389228,0.7634021756804401,0.5655179497502599,0.0308845393848911,0.0813502534230276,0.8688462349715249,57.11479028697572,0.142558
01_09_D_120mm_260mm,LBO_Sweep_2_11_44_3.mat,ER1_0.95_log2_01.09.2025_11.43.59.tdms,2,10,9,0.5970334997486821,0.7463646232822885,1.3893423547963573,0.5060430662006263,0.0267036672680332,0.1055115749695194,0.8628057704369643,57.58719646799116,0.210483
